generation,ind_number,parent_idx,chosen,offspring_ind_number,sigma,hv_contribution,raw_pct_he,raw_driver_p,raw_p4,raw_d_throat,raw_reservoir_p,raw_buffer_length,scaled_pct_he,scaled_driver_p,scaled_p4,scaled_d_throat,scaled_reservoir_p,scaled_buffer_length,raw_delta_vs1,raw_hold_time,raw_impact_speed,scaled_delta_vs1,scaled_hold_time,scaled_impact_speed
170,0,0,False,,0.12966614208631974,0.0,96.99406957956802,8606.487891646717,256429.34447368645,0.08056821691283461,7524657.048627,0.12251374789167203,1.8998023193189337,1.0027811878485555,1.0129037067660058,1.873377626080989,1.9405181398397198,1.7251374789167204,1830.4909116429262,9.899999999993248e-07,283.9063,,0.9998020000000002,0.8111608571428571
170,1,1,False,,0.16730311305127915,0.0,97.60802859514281,211076.52292220655,26933113.695508525,0.08185257902564107,5565294.78810317,0.13684287493377006,1.9202676198380937,1.0768110435644893,1.096069601970843,1.9100736864468875,1.6874144136783495,1.8684287493377008,3585.0,0.0,350.0,,1.0,1.0
170,2,2,False,,0.06206591925323555,-1.1102230246251565e-16,85.95596825315536,25854.276674492863,3605691.632414181,0.08135730024034699,2507497.5750216274,0.11212683588847547,1.5318656084385123,1.009087559627571,1.1061573427528524,1.8959228640099135,1.3112111797866919,1.6212683588847547,635.6694980239672,1.0400000000007625e-06,14.188899999999999,,0.9997919999999999,0.04053971428571428
170,3,3,False,,0.15279560964597783,,91.0076843422584,156565.53344710605,29182657.09809478,0.08580296166273246,5943459.742919945,0.12944762499370144,1.7002561447419466,1.0568799921120342,1.14606389536416,2.022941761792356,1.7378010531164823,1.7944762499370146,,,,,,
170,4,4,False,,0.06629823593084387,,86.43024560493996,-51618.35207393952,-701467.6284662875,0.0798605713426107,3289544.839429566,0.11174642810390545,1.5476748534979987,0.9807609604480189,0.9991237324839788,1.8531591812174484,1.4149679040168226,1.6174642810390545,,,,,,
170,5,5,False,,0.12966614208631974,,95.47511670483829,541556.6424442742,103883490.1408666,0.08961973493651715,7049292.771283225,0.14569635174017492,1.849170556827943,1.197645692313923,1.1506822802990235,2.1319924267576327,1.872532754739812,1.9569635174017495,,,,,,
170,6,6,False,,0.1205433476962125,,90.09162750087346,-177800.70704458575,-35975421.06689337,0.07957922960368836,3103788.71289968,0.0745751943598723,1.669720916695782,0.9346244468105132,1.159620791346248,1.8451208458196673,1.4012801898091516,1.245751943598723,,,,,,
170,7,7,False,,0.067038408479143,,82.12036364807284,116037.03392169437,712138.1164258014,0.08023542559305012,1776738.3833030593,0.1089346720702872,1.4040121216024277,1.0420614093434943,0.9927867640202721,1.8638693026585749,1.210642966808283,1.589346720702872,,,,,,
170,8,8,False,,0.12212451710977011,-1.1102230246251565e-16,91.81016747677769,180731.13773088585,35060139.17158968,0.07874280118048778,6919030.200589388,0.13577402364500035,1.7270055825592565,1.0657157499472445,1.1525247108410648,1.8212228908710792,1.8617556425733492,1.8577402364500037,93.76981937243954,0.0,59.09184,,1.0,0.16883382857142856
170,9,9,False,,0.06629823593084387,0.0,88.89720314035924,106696.3867685183,3274756.196586159,0.07803494462405873,3108535.802544771,0.10730919065082531,1.6299067713453081,1.0386461545333754,1.0136667950740512,1.8009984178302494,1.3803020335799947,1.5730919065082531,3585.0,0.0,350.0,,1.0,1.0
170,10,10,False,,0.17559694810139997,,89.01218064298538,-374155.60603923147,-52628368.31432261,0.08199220279248198,5815660.520873104,0.10224192772606214,1.6337393547661796,0.8628304905369522,1.107175142973573,1.9140629369280566,1.739157046765216,1.5224192772606213,,,,,,
