generation,ind_number,parent_idx,chosen,offspring_ind_number,sigma,hv_contribution,raw_pct_he,raw_driver_p,raw_p4,raw_d_throat,raw_reservoir_p,raw_buffer_length,scaled_pct_he,scaled_driver_p,scaled_p4,scaled_d_throat,scaled_reservoir_p,scaled_buffer_length,raw_delta_vs1,raw_hold_time,raw_impact_speed,scaled_delta_vs1,scaled_hold_time,scaled_impact_speed
89,0,0,False,,0.05220934271100228,0.0,86.2446053967603,169036.68776732063,10864071.957183475,0.0747086231175583,3814098.294910852,0.11273834596554033,1.5414868465586768,1.0614398656498507,1.0422194514816343,1.7059606605016657,1.4654678437133797,1.6273834596554033,3585.0,0.0,350.0,,1.0,1.0
89,1,1,False,,0.06434994775378627,0.0,86.0960724174007,194703.58198232704,13869129.682478277,0.08212305850788995,4118831.9442588775,0.09672393074588778,1.53653574724669,1.0708245455859522,1.0481390644768274,1.9178016716539983,1.5027519971205872,1.4672393074588779,838.9543057996657,0.00013811999999999852,61.745799999999996,,0.9723760000000004,0.17641657142857142
89,2,2,False,,0.049722494963646474,1.1102230246251565e-16,85.91476806212962,81097.0560512732,5709657.618342159,0.07617227291095587,4336120.980896872,0.09898088661923214,1.5304922687376543,1.0292861780848304,1.04743602440445,1.7477792260273102,1.5373249242935978,1.4898088661923214,659.6548092674893,5.5019999999999375e-05,32.03121,,0.9889960000000001,0.09151774285714286
89,3,3,False,,0.06434994775378627,,86.72717487001066,-44994.21997488264,-8525202.0519435,0.08176116128134628,4647549.844326868,0.10053545453699098,1.5575724956670216,0.9831829659732436,1.148683490261537,1.907461750895608,1.583287437628066,1.5053545453699098,,,,,,
89,4,4,False,,0.1101498666055162,,94.48602070312833,416185.7665758964,56741632.212388724,0.083813091759736,5707049.62092441,0.14464545970380271,1.816200690104278,1.1518058827336293,1.1035002018398716,1.9660883359924568,1.6976520905575612,1.9464545970380271,,,,,,
89,5,5,False,,0.11372119240663989,,99.42466584769727,394196.1002728158,52101437.892591275,0.07765137972278043,3702949.5807773103,0.0912111565384415,1.980822194923242,1.1437657210207473,1.0999577964050915,1.7900394206508692,1.4350300802027223,1.412111565384415,,,,,,
89,6,6,False,,0.05220934271100228,,81.93878176208439,265006.69310282596,42651369.34295685,0.07292028596639158,4162128.8455466134,0.09446574759119222,1.3979593920694797,1.0965297279446466,1.1244245360026253,1.6548653133254736,1.5038300613613698,1.4446574759119222,,,,,,
89,7,7,False,,0.04612841112994523,0.0,84.91425771154414,347713.2916580397,29889214.122746885,0.07511420811545745,4637987.499970299,0.09247301940212047,1.497141923718138,1.126770042551566,1.0606622104092742,1.7175488032987842,1.5606525698567093,1.4247301940212047,3585.0,0.0,350.0,,1.0,1.0
89,8,8,False,,0.2329721949086162,,91.78654989754786,-540527.874381017,-128310016.02697039,0.08170046406131601,2568046.3975706487,0.13280662846389335,1.726218329918262,0.8019991926186404,1.1894193858985656,1.9057275446090287,1.3639791729123023,1.8280662846389335,,,,,,
89,9,9,False,,0.05035286253358568,,90.07938569287195,-4507.976982268141,-709338.3975272821,0.08156687277778366,3613370.6983051924,0.07601743682662745,1.669312856429065,0.9979860983319213,1.1213695659849843,1.9019106507938188,1.4519801448997263,1.2601743682662745,,,,,,
89,10,10,False,,0.17328258714862374,,97.34662362121679,-427901.6406719943,-168750719.12488058,0.07461089437564479,2229579.5228345003,0.1251905980203478,1.9115541207072264,0.8431791323072444,1.3229122298642817,1.703168410732708,1.315319432619126,1.751905980203478,,,,,,
89,11,11,False,,0.044284212677574236,0.0,81.57863873693168,102250.84412484171,4102269.4674516013,0.08068490870714923,3931465.006736541,0.08211112806557827,1.3859546245643894,1.0370207145988155,1.0216832030202405,1.8767116773471204,1.4848487951485692,1.3211112806557828,1358.770564794418,0.0005123900000000015,23.37283,,0.8975219999999997,0.06677951428571428
89,12,12,False,,0.18495707126233304,,90.58944094273222,396252.86703377496,57009465.58275845,0.08287205511342095,6834405.958631686,0.12760388367059167,1.6863146980910741,1.1445177441363266,1.1099067417606658,1.93920157466917,1.8467079426780444,1.7760388367059168,,,,,,
89,13,13,False,,0.10298010249500464,0.0,84.51358271643483,42735.703701967635,15199274.57566344,0.08018532614007559,5676752.079282467,0.1099492247927069,1.4837860905478275,1.0152599772247448,1.2899954288216917,1.8624378897164453,1.708034340169098,1.599492247927069,352.7830281551592,9.102000000000068e-05,30.04062,,0.9817959999999999,0.08583034285714286
89,14,14,False,,0.1799077560164285,,104.326909628127,79974.65419137533,11984989.190326357,0.07902188673945565,3476114.255457765,0.11941403178708578,2.1442303209375666,1.0288757902082688,1.1149988893509568,1.829196763984447,1.428804132939255,1.6941403178708578,,,,,,
89,15,15,False,,0.07908367221853821,,74.53561343780993,457651.4638121741,99591258.3470317,0.08295239687629621,7165714.223641921,0.12251460013841932,1.1511871145936643,1.1669671365117447,1.1726122784196629,1.9414970536084633,1.8893864726145688,1.7251460013841933,,,,,,
89,16,16,False,,0.1057912215453878,,83.8220126358776,506848.51287694,203767101.3252831,0.08851887703313474,7083829.131517766,0.11194609904943925,1.4607337545292531,1.1849552325940347,1.3294254470504918,2.1005393438038498,1.8777322372226601,1.6194609904943926,,,,,,
89,17,17,False,,0.16549512050874876,,92.26928586298398,794.9439117576146,10132.607565583305,0.07766873136474584,2832715.786239816,0.11504329059268618,1.7423095287661325,0.9999250245962373,0.9984067461927241,1.790535181849881,1.3540252840715299,1.6504329059268619,,,,,,
89,18,18,False,,0.17614715234471126,,96.73493501221584,452448.2045980833,-11294768.102209669,0.07753399718564707,5089375.641162042,0.12285281064715207,1.8911645004071949,1.1650646499101416,0.9663407020760386,1.7866856338756305,1.6143617907185275,1.7285281064715208,,,,,,
89,19,19,False,,0.04612841112994523,0.0,83.61394311613432,202309.4040414525,5165685.356644949,0.07656428367211413,4941575.8210314065,0.09921448700531996,1.453798103871144,1.07360548998374,1.0092801846112125,1.758979533488975,1.6077782080051062,1.4921448700531996,3585.0,0.0,350.0,,1.0,1.0
89,20,20,False,,0.04354870827005238,0.0,82.67327926950605,118010.46445023743,7736535.272906247,0.07828475865881823,4789988.747740105,0.09603549452739024,1.4224426423168686,1.0427829619291469,1.0433142953212848,1.8081359616805208,1.5927409903575824,1.4603549452739024,897.8392540441769,0.00027691000000000174,23.094199999999997,,0.9446179999999996,0.06598342857142857
89,21,21,False,,0.044284212677574236,0.0,82.92889642675097,112582.09277389813,9339888.478854684,0.07755377521198392,3600352.152887929,0.08648357425833071,1.4309632142250324,1.0407981666387662,1.0581123403554618,1.7872507203423975,1.4421941503719096,1.364835742583307,980.697692588149,0.0004789899999999986,20.86729,,0.9042020000000003,0.05962082857142857
89,22,22,False,,0.16727666522675702,,95.5554121972709,89080.80294356184,5537657.163812455,0.08629188915792442,6624828.541065015,0.06696603959035548,1.8518470732423635,1.032205304514672,1.0404285916226774,2.0369111187978404,1.8261679300874833,1.1696603959035548,,,,,,
89,23,23,False,,0.04976936721781931,0.0,82.64390086570425,87016.68180800966,2002005.6609926654,0.07759681471987298,4672188.608715053,0.09802621175473272,1.4214633621901418,1.031450592392347,1.0071318677715708,1.7884804205677993,1.5794492092970434,1.4802621175473272,3585.0,0.0,350.0,,1.0,1.0
