generation,ind_number,parent_idx,chosen,offspring_ind_number,sigma,hv_contribution,raw_pct_he,raw_driver_p,raw_p4,raw_d_throat,raw_reservoir_p,raw_buffer_length,scaled_pct_he,scaled_driver_p,scaled_p4,scaled_d_throat,scaled_reservoir_p,scaled_buffer_length,raw_delta_vs1,raw_hold_time,raw_impact_speed,scaled_delta_vs1,scaled_hold_time,scaled_impact_speed
450,0,0,False,,3.854157213688539e-05,0.0,98.28680734120509,179633.03445636056,10386501.742208123,0.08057245005930172,5269433.087074368,0.06284793565151721,1.9428935780401697,1.0653142464508776,1.0367349480893087,1.873498573122906,1.650839030322177,1.128479356515172,112.41605028299773,0.0010490499999999993,36.3746,,0.7901900000000002,0.10392742857142857
450,1,1,False,,5.298852216899746e-05,0.0,98.00208689956462,177437.82211119347,10590219.088799288,0.08043505382919361,5251219.641031197,0.06222845911083217,1.933402896652154,1.0645116029725277,1.0383194984375463,1.8695729665483887,1.6486086915693066,1.1222845911083217,100.67944250874143,0.0010230299999999977,35.72679,,0.7953940000000005,0.10207654285714286
450,2,2,True,0,0.0002056856505627304,0.0,97.87637608357454,170949.56255145842,10861683.107213408,0.0803987561855652,5274499.684015098,0.06287522901300462,1.9292125361191512,1.0621392770183082,1.0415960369181014,1.8685358910161485,1.6518734503295482,1.1287522901300462,86.53932269800089,0.0020528799999999995,34.99304,,0.5894240000000001,0.09998011428571428
450,3,3,False,,1.9146563869715645e-05,0.0,97.52467856500304,167384.6149195992,11090177.221317502,0.08116411779340946,5252166.281036012,0.06301521472716738,1.9174892855001016,1.0608358122424881,1.0439074961431998,1.8904033655259844,1.649180563085215,1.1301521472716738,102.37828237094755,0.0019921,34.17813,,0.60158,0.09765180000000001
450,4,4,False,,0.0001983330022519387,1.3877787807814457e-17,97.13208459361736,164072.21604913007,11474902.085424814,0.08130968610567277,5255796.308321774,0.06394827056755396,1.9044028197872453,1.059624687789344,1.0470388164051645,1.894562460162079,1.649792115580907,1.1394827056755397,99.70793252478188,0.0019159099999999994,32.95182,,0.6168180000000001,0.09414805714285714
450,5,5,False,,0.0001381673778860565,0.0,97.04465691116866,162104.86774695732,11541809.69978584,0.08133259277394467,5255312.181363234,0.06410028340946002,1.9014885637056222,1.058905359070253,1.0481115373956011,1.895216936398419,1.649818251925528,1.1410028340946001,88.98545657947261,0.0019099000000000026,32.64482,,0.6180199999999995,0.0932709142857143
450,6,6,False,,3.844509488724864e-05,0.0,96.5510994894906,161016.581495208,11810694.035862733,0.08070068293550484,5193380.714566208,0.06342880440789382,1.8850366496496866,1.0585074450076488,1.0499407263566394,1.8771623695858524,1.6419664214611738,1.1342880440789382,100.19375522720065,0.0009091700000000008,31.81354,,0.8181659999999998,0.09089582857142857
450,7,7,False,,0.0001481132893151352,0.0,96.26207662519998,153979.6760817881,11987680.779732432,0.0809915493242605,5140023.523276942,0.06424399707639543,1.8754025541733328,1.0559345156733722,1.0537685542069972,1.8854728378360144,1.6354869910284888,1.1424399707639543,87.885119776186,0.0008700199999999991,30.39997,,0.8259960000000002,0.08685705714285714
450,8,8,False,,0.0005440604662252659,0.0,96.00273350742529,150447.79884845298,12226322.29119017,0.08088030434121836,5138677.787772732,0.06531099421505046,1.8667577835808429,1.0546431425477107,1.0566714646774733,1.8822944097490957,1.6354795612662458,1.1531099421505047,86.90646097877334,0.00176691,29.3451,,0.646618,0.08384314285714285
450,9,9,False,,7.0234186219597e-05,0.0,95.88125994829338,149764.15447261694,12946484.645858381,0.07939072591654713,5298607.921761297,0.06340671784037702,1.8627086649431128,1.054393179166727,1.061075855392886,1.8397350261870604,1.6558839592344474,1.1340671784037701,64.36910294323889,0.0016951299999999996,28.889519999999997,,0.6609740000000001,0.08254148571428571
450,10,10,False,,0.00010209583192409772,0.0,95.88079692243771,145213.3706595374,13159012.580053061,0.0792857739499121,5311622.221072304,0.0638476526538935,1.8626932307479238,1.0527292595204156,1.064623994568745,1.8367363985689171,1.6577401900535866,1.138476526538935,27.67368645722854,0.0009369200000000008,28.01047,,0.8126159999999999,0.0800299142857143
450,11,11,False,,0.00016201867022043177,0.0,94.70093121307089,143554.2231100544,13882653.184254196,0.08187257205362862,5464916.940635029,0.06116796811083312,1.8233643737690295,1.0521226193641025,1.0698010102308912,1.9106449158179604,1.6773244376201233,1.1116796811083312,26.28164385538139,0.0007900799999999986,27.22106,,0.8419840000000003,0.07777445714285715
450,12,12,False,,0.00011039665354356614,0.0,94.32788151191555,139839.17844947468,14454886.73096638,0.08181270981975655,5513945.692939036,0.06064665889301455,1.8109293837305185,1.050764274065454,1.0754652871155954,1.9089345662787587,1.683714574866605,1.1064665889301455,24.196231999123484,0.0015218700000000011,26.25566,,0.6956259999999997,0.07501617142857142
450,13,13,False,,0.0006722121536221287,0.0,93.8802661561744,136540.84484557377,14946407.683254216,0.08183401746009511,5553424.647590968,0.06069327445471531,1.79600887187248,1.04955829234691,1.0806496008463955,1.9095433560027175,1.6888677992553285,1.106932744547153,11.863534997522493,0.0007160200000000012,25.04788,,0.8567959999999998,0.07156537142857143
450,14,14,False,,0.0001417575511696322,0.0,93.82911283966267,132932.04202294073,15835707.860878931,0.08092231513302026,5653586.602253636,0.058472330657704547,1.794303761322089,1.048238792638094,1.0888651811632677,1.8834947180862927,1.701742325059345,1.0847233065770454,26.28164385538139,0.0014030299999999996,24.635330000000003,,0.7193940000000001,0.07038665714285715
450,15,15,False,,0.0006066347377640267,0.0,93.48943169748628,130637.85867062853,16304507.687054941,0.08076701493807462,5704399.489317784,0.058910890665627914,1.7829810565828763,1.0473999620302368,1.0936955567246995,1.8790575696592746,1.7082863300157616,1.0891089066562791,13.157743235496127,0.0006660300000000015,23.53144,,0.8667939999999997,0.06723268571428571
450,16,16,False,,0.001103881408446936,0.0,93.30508760836189,128048.94299773635,16667986.774149556,0.08059278599446479,5763944.232085126,0.059130867774578745,1.776836253612063,1.046453367371447,1.0982550100500446,1.874079599841851,1.7159464341529593,1.0913086777457874,25.499332057650918,0.0006200400000000023,22.94128,,0.8759919999999995,0.06554651428571429
450,17,17,False,,0.0009321062898060007,-1.3877787807814457e-17,93.00025187110154,128938.3500830111,17992771.630880155,0.08015978453724755,5915165.667119512,0.06471600847859811,1.7666750623700513,1.0467785645206729,1.1062282969948478,1.8617081296356441,1.7351266670738787,1.147160084785981,25.368979709731775,0.0012518399999999967,19.68093,,0.7496320000000006,0.05623122857142857
