generation,n_arnold_calls,n_infeasible,n_lambda,infeasibility_rate,n_psd_fallback,n_no_active_js,mean_m_active,mean_A_delta_fro,max_A_delta_fro,any_shrink_applied,n_constraints,per_constraint_violation_count
1,22,0,24,0.0,0,0,1.3636363636363635,0.016137769970578045,0.01657921085236672,True,18,"[0, 0, 0, 0, 0, 3, 1, 9, 4, 2, 0, 2, 2, 0, 0, 4, 2, 1]"
2,22,0,24,0.0,0,0,1.4090909090909092,0.02267194856818461,0.058647838591532976,True,18,"[0, 0, 0, 0, 0, 8, 0, 11, 4, 0, 0, 1, 2, 0, 0, 0, 5, 0]"
3,20,1,24,0.041666666666666664,0,0,1.15,0.022660139515561555,0.05011082852159619,True,18,"[0, 0, 0, 0, 0, 6, 0, 11, 3, 0, 0, 0, 1, 0, 0, 2, 0, 0]"
4,19,0,24,0.0,0,0,1.4210526315789473,0.022936438662274797,0.07148034477983176,True,18,"[0, 0, 0, 0, 0, 4, 1, 5, 5, 0, 0, 1, 2, 0, 0, 6, 3, 0]"
5,18,0,24,0.0,0,0,1.2777777777777777,0.02752019788816029,0.10956244803135522,True,18,"[0, 0, 0, 0, 0, 4, 0, 8, 3, 0, 0, 1, 2, 0, 0, 3, 2, 0]"
6,20,0,24,0.0,0,0,1.55,0.015943063947022905,0.04120420167938699,True,18,"[0, 0, 0, 0, 0, 3, 1, 9, 7, 0, 0, 2, 5, 0, 0, 3, 1, 0]"
7,22,0,24,0.0,0,0,1.5454545454545454,0.018258494912954722,0.06048265427827686,True,18,"[0, 0, 0, 0, 0, 3, 1, 9, 8, 0, 0, 1, 6, 0, 0, 3, 3, 0]"
8,17,0,24,0.0,0,0,1.1764705882352942,0.022516551011724586,0.09390596641318022,True,18,"[0, 0, 0, 0, 0, 4, 0, 5, 4, 0, 0, 1, 2, 0, 0, 3, 1, 0]"
9,22,0,24,0.0,0,0,1.5909090909090908,0.018288551726398327,0.07072551471813156,True,18,"[0, 0, 0, 0, 0, 4, 1, 9, 3, 0, 0, 1, 6, 0, 0, 8, 0, 3]"
10,16,1,24,0.041666666666666664,0,0,1.5,0.017098429640945056,0.03534009075350119,True,18,"[0, 0, 0, 0, 0, 1, 0, 8, 5, 0, 0, 1, 3, 0, 0, 5, 1, 0]"
11,17,0,24,0.0,0,0,1.6470588235294117,0.015759585350460122,0.03742568976117899,True,18,"[0, 0, 0, 0, 0, 2, 0, 9, 6, 0, 0, 0, 4, 0, 0, 5, 2, 0]"
12,20,1,24,0.041666666666666664,0,0,1.55,0.019535670765710205,0.09993855645319871,True,18,"[0, 0, 0, 0, 0, 3, 1, 3, 7, 0, 0, 1, 1, 0, 0, 12, 3, 0]"
13,20,0,24,0.0,0,0,1.45,0.01440320337302001,0.024150932338086344,True,18,"[0, 0, 0, 0, 0, 6, 0, 7, 5, 0, 0, 1, 2, 0, 0, 6, 2, 0]"
14,22,0,24,0.0,0,0,1.5909090909090908,0.014038246094693247,0.01790869706958747,True,18,"[0, 0, 0, 0, 0, 2, 1, 10, 6, 0, 0, 4, 4, 0, 0, 6, 2, 0]"
15,23,0,24,0.0,0,0,1.6956521739130435,0.01661186341134301,0.04830019992925548,True,18,"[0, 0, 0, 0, 0, 4, 1, 9, 6, 0, 0, 3, 3, 0, 0, 8, 5, 0]"
16,23,0,24,0.0,0,0,1.3043478260869565,0.015473547783041903,0.029221669317182952,True,18,"[0, 0, 0, 0, 0, 3, 1, 11, 5, 0, 0, 3, 4, 0, 0, 2, 1, 0]"
