generation,n_arnold_calls,n_infeasible,n_lambda,infeasibility_rate,n_psd_fallback,n_no_active_js,mean_m_active,mean_A_delta_fro,max_A_delta_fro,any_shrink_applied,n_constraints,per_constraint_violation_count
1,20,20,24,0.8333333333333334,0,0,1.3,0.016008915250404748,0.01652166508673147,True,18,"[0, 0, 0, 0, 0, 4, 2, 10, 2, 1, 0, 1, 2, 0, 0, 0, 3, 1]"
2,18,18,24,0.75,0,0,1.3333333333333333,0.01833128209571736,0.03380956692112509,True,18,"[0, 0, 0, 0, 0, 5, 2, 9, 3, 1, 0, 0, 2, 0, 0, 1, 1, 0]"
3,17,17,24,0.7083333333333334,0,0,1.1764705882352942,0.017967458130035897,0.05022510842333669,True,18,"[0, 0, 0, 0, 0, 7, 1, 8, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]"
4,18,18,24,0.75,0,0,1.1666666666666667,0.019147816896031483,0.05156426155252316,True,18,"[0, 0, 0, 0, 0, 6, 0, 7, 3, 0, 0, 1, 1, 0, 0, 1, 2, 0]"
5,21,21,24,0.875,0,0,1.380952380952381,0.01621564212418747,0.023627603326269626,True,18,"[0, 0, 0, 0, 0, 7, 1, 7, 4, 0, 0, 1, 2, 0, 0, 2, 4, 1]"
6,21,21,24,0.875,0,0,1.2380952380952381,0.015000299911991024,0.016461163041833333,True,18,"[0, 0, 0, 0, 0, 6, 1, 9, 4, 0, 0, 1, 0, 0, 0, 2, 3, 0]"
7,21,21,24,0.875,0,0,1.4285714285714286,0.015417513447121781,0.028031825220013684,True,18,"[0, 0, 0, 0, 0, 5, 3, 11, 4, 1, 0, 1, 2, 0, 0, 1, 2, 0]"
8,20,20,24,0.8333333333333334,0,0,1.5,0.015774119889367454,0.026487407387981634,True,18,"[0, 0, 0, 0, 0, 4, 1, 12, 3, 2, 0, 1, 1, 0, 0, 2, 4, 0]"
9,19,19,24,0.7916666666666666,0,0,1.2105263157894737,0.015098834490892934,0.01601704573865731,True,18,"[0, 0, 0, 0, 0, 4, 0, 3, 3, 1, 0, 2, 2, 0, 0, 3, 5, 0]"
10,20,20,24,0.8333333333333334,0,0,1.25,0.016362505600974,0.04177312686256816,True,18,"[0, 0, 0, 0, 0, 5, 2, 7, 5, 0, 0, 1, 1, 0, 0, 2, 1, 1]"
