generation,n_arnold_calls,n_infeasible,n_lambda,infeasibility_rate,n_psd_fallback,n_no_active_js,mean_m_active,mean_A_delta_fro,max_A_delta_fro,any_shrink_applied,n_constraints,per_constraint_violation_count
1,17,17,24,0.7083333333333334,0,0,1.1764705882352942,0.016147668814780722,0.016637251842101273,True,18,"[0, 0, 0, 0, 0, 5, 0, 3, 4, 2, 0, 0, 0, 0, 0, 3, 3, 0]"
2,22,22,24,0.9166666666666666,0,0,1.2727272727272727,0.016736884650858007,0.025312425456024024,True,18,"[0, 0, 0, 0, 0, 7, 1, 12, 2, 0, 0, 1, 1, 0, 0, 2, 2, 0]"
3,17,17,24,0.7083333333333334,0,0,1.1764705882352942,0.01580059899337692,0.01652335056355494,True,18,"[0, 0, 0, 0, 0, 2, 0, 8, 2, 1, 0, 1, 1, 0, 0, 2, 3, 0]"
4,20,20,24,0.8333333333333334,0,0,1.35,0.02068116568877525,0.06530240590303354,True,18,"[0, 0, 0, 0, 0, 5, 1, 7, 3, 1, 0, 1, 3, 0, 0, 3, 2, 1]"
5,21,21,24,0.875,0,0,1.1428571428571428,0.024913192209327546,0.14775077585658897,True,18,"[0, 0, 0, 0, 0, 4, 1, 11, 4, 0, 0, 0, 1, 0, 0, 1, 2, 0]"
6,21,21,24,0.875,0,0,1.1428571428571428,0.017215904089813844,0.052052255117580756,True,18,"[0, 0, 0, 0, 0, 5, 1, 10, 3, 0, 0, 0, 3, 0, 0, 1, 1, 0]"
7,21,21,24,0.875,0,0,1.380952380952381,0.015579861621677312,0.02839854507235786,True,18,"[0, 0, 0, 0, 0, 2, 2, 15, 3, 0, 0, 1, 0, 0, 0, 3, 2, 1]"
8,22,22,24,0.9166666666666666,0,0,1.1818181818181819,0.015333205808274736,0.018945233453620446,True,18,"[0, 0, 0, 0, 0, 2, 1, 13, 4, 0, 0, 0, 1, 0, 0, 2, 2, 1]"
9,19,19,24,0.7916666666666666,0,0,1.2105263157894737,0.014593798759381348,0.016628247864310074,True,18,"[0, 0, 0, 0, 0, 8, 0, 10, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
10,20,20,24,0.8333333333333334,0,0,1.05,0.017303772697617632,0.0494960378972963,True,18,"[0, 0, 0, 0, 0, 5, 0, 12, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
11,18,18,24,0.75,0,0,1.2222222222222223,0.020487156111151716,0.10716276408162223,True,18,"[0, 0, 0, 0, 0, 3, 1, 8, 2, 1, 0, 2, 1, 0, 0, 3, 0, 1]"
12,22,22,24,0.9166666666666666,0,0,1.2727272727272727,0.023464118815617673,0.11369785927666032,True,18,"[0, 0, 0, 0, 0, 7, 1, 8, 5, 0, 0, 2, 0, 0, 0, 4, 1, 0]"
13,23,23,24,0.9583333333333334,0,0,1.173913043478261,0.01459301656750177,0.016154065235520657,True,18,"[0, 0, 0, 0, 0, 6, 1, 11, 2, 0, 0, 2, 0, 0, 0, 3, 2, 0]"
14,18,18,24,0.75,0,0,1.2222222222222223,0.014468412298890117,0.016255761595139383,True,18,"[0, 0, 0, 0, 0, 4, 2, 9, 1, 0, 0, 1, 0, 0, 0, 2, 3, 0]"
15,19,19,24,0.7916666666666666,0,0,1.368421052631579,0.014517059560091203,0.01602650264616417,True,18,"[0, 0, 0, 0, 0, 5, 2, 10, 2, 0, 0, 1, 0, 0, 0, 5, 1, 0]"
16,18,18,24,0.75,0,0,1.2222222222222223,0.016103095752965643,0.03947652168050722,True,18,"[0, 0, 0, 0, 0, 3, 1, 10, 3, 0, 0, 2, 0, 0, 0, 2, 1, 0]"
17,18,18,24,0.75,0,0,1.1111111111111112,0.01569876565690816,0.027411440198544353,True,18,"[0, 0, 0, 0, 0, 2, 1, 6, 4, 0, 0, 2, 1, 0, 0, 3, 1, 0]"
18,23,23,24,0.9583333333333334,0,0,1.3043478260869565,0.016860830775261414,0.04018343624659464,True,18,"[0, 0, 0, 0, 0, 4, 3, 9, 4, 0, 0, 2, 2, 0, 0, 5, 1, 0]"
19,21,21,24,0.875,0,0,1.3333333333333333,0.015004403476537873,0.026474629662594253,True,18,"[0, 0, 0, 0, 0, 2, 2, 13, 3, 0, 0, 1, 1, 0, 0, 4, 1, 1]"
20,18,18,24,0.75,0,0,1.1666666666666667,0.014985971480883268,0.01783123531451089,True,18,"[0, 0, 0, 0, 0, 5, 1, 6, 0, 0, 0, 1, 1, 0, 0, 6, 1, 0]"
21,23,23,24,0.9583333333333334,0,0,1.4782608695652173,0.017612666718738842,0.09352465913691974,True,18,"[0, 0, 0, 0, 0, 3, 2, 16, 3, 0, 0, 1, 4, 0, 0, 4, 1, 0]"
22,20,20,24,0.8333333333333334,0,0,1.45,0.013846792583706313,0.018253271104502793,True,18,"[0, 0, 0, 0, 0, 6, 0, 9, 4, 0, 0, 1, 1, 0, 0, 7, 1, 0]"
23,22,22,24,0.9166666666666666,0,0,1.1818181818181819,0.014697875096360459,0.018371857865275745,True,18,"[0, 0, 0, 0, 0, 6, 0, 11, 3, 0, 0, 1, 0, 0, 0, 5, 0, 0]"
24,20,20,24,0.8333333333333334,0,0,1.35,0.014182111360472663,0.017889986168284064,True,18,"[0, 0, 0, 0, 0, 2, 2, 6, 7, 0, 0, 2, 4, 0, 0, 3, 1, 0]"
25,20,20,24,0.8333333333333334,0,0,1.35,0.014466775965038378,0.01810843773070304,True,18,"[0, 0, 0, 0, 0, 7, 2, 6, 3, 0, 0, 0, 3, 0, 0, 5, 1, 0]"
26,19,19,24,0.7916666666666666,0,0,1.5789473684210527,0.014369296407965108,0.018148826451383406,True,18,"[0, 0, 0, 0, 0, 2, 2, 10, 5, 0, 0, 3, 3, 0, 0, 4, 1, 0]"
27,17,17,24,0.7083333333333334,0,0,1.2941176470588236,0.01424114915886698,0.021902759463646213,True,18,"[0, 0, 0, 0, 0, 2, 0, 9, 4, 0, 0, 1, 1, 0, 0, 4, 1, 0]"
28,22,22,24,0.9166666666666666,0,0,1.2272727272727273,0.014850913923994824,0.020925072605706082,True,18,"[0, 0, 0, 0, 0, 7, 0, 8, 6, 0, 0, 0, 2, 0, 0, 4, 0, 0]"
29,22,22,24,0.9166666666666666,0,0,1.3636363636363635,0.016886388904840118,0.04503067667781544,True,18,"[0, 0, 0, 0, 0, 6, 3, 4, 5, 0, 0, 2, 2, 0, 0, 7, 1, 0]"
30,23,23,24,0.9583333333333334,0,0,1.3043478260869565,0.013735450658314633,0.016395939616707964,True,18,"[0, 0, 0, 0, 0, 5, 3, 11, 4, 0, 0, 0, 3, 0, 0, 3, 1, 0]"
31,22,22,24,0.9166666666666666,0,0,1.4090909090909092,0.013873356959853561,0.018432898303722314,True,18,"[0, 0, 0, 0, 0, 5, 3, 11, 4, 0, 0, 2, 1, 0, 0, 5, 0, 0]"
32,20,20,24,0.8333333333333334,0,0,1.5,0.013437550893523576,0.01816938746847742,True,18,"[0, 0, 0, 0, 0, 2, 3, 12, 4, 0, 0, 3, 0, 0, 0, 6, 0, 0]"
33,15,15,24,0.625,0,0,1.1333333333333333,0.014216338872683115,0.018879652633688668,True,18,"[0, 0, 0, 0, 0, 4, 1, 6, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
34,19,19,24,0.7916666666666666,0,0,1.2105263157894737,0.01886608944550448,0.10846336094194148,True,18,"[0, 0, 0, 0, 0, 2, 2, 8, 2, 0, 0, 0, 4, 0, 0, 5, 0, 0]"
35,21,21,24,0.875,0,0,1.3333333333333333,0.01796720826717188,0.062469361189659005,True,18,"[0, 0, 0, 0, 0, 6, 1, 8, 6, 0, 0, 2, 2, 0, 0, 3, 0, 0]"
36,18,18,24,0.75,0,0,1.1666666666666667,0.01540201568186175,0.030287783165772728,True,18,"[0, 0, 0, 0, 0, 6, 2, 5, 1, 0, 0, 1, 0, 0, 0, 6, 0, 0]"
37,20,20,24,0.8333333333333334,0,0,1.4,0.013552780255389918,0.01718542464975785,True,18,"[0, 0, 0, 0, 0, 2, 1, 10, 2, 0, 0, 4, 4, 0, 0, 4, 0, 1]"
38,23,23,24,0.9583333333333334,0,0,1.391304347826087,0.015284331056769962,0.053597739171739864,True,18,"[0, 0, 0, 0, 0, 5, 2, 7, 6, 0, 0, 2, 5, 0, 0, 4, 0, 1]"
39,22,22,24,0.9166666666666666,0,0,1.4545454545454546,0.01315517430092377,0.016432168958226183,True,18,"[0, 0, 0, 0, 0, 4, 2, 7, 8, 0, 0, 1, 3, 0, 0, 6, 0, 1]"
40,20,20,24,0.8333333333333334,0,0,1.4,0.013176952824886179,0.017525487661125053,True,18,"[0, 0, 0, 0, 0, 4, 2, 5, 8, 0, 0, 2, 1, 0, 0, 6, 0, 0]"
41,22,22,24,0.9166666666666666,0,0,1.5454545454545454,0.012386928841766122,0.017166148246644242,True,18,"[0, 0, 0, 0, 0, 2, 2, 11, 8, 0, 0, 1, 2, 0, 0, 7, 0, 1]"
42,20,20,24,0.8333333333333334,0,0,1.5,0.013406319293556925,0.029987344602252677,True,18,"[0, 0, 0, 0, 0, 4, 0, 10, 5, 0, 0, 1, 3, 0, 0, 7, 0, 0]"
43,19,19,24,0.7916666666666666,0,0,1.4736842105263157,0.012714475778188959,0.017394662980546947,True,18,"[0, 0, 0, 0, 0, 2, 1, 7, 5, 0, 0, 3, 2, 0, 0, 6, 1, 1]"
44,19,19,24,0.7916666666666666,0,0,1.736842105263158,0.01243015561829581,0.018152774533342846,True,18,"[0, 0, 0, 0, 0, 4, 1, 8, 8, 0, 0, 3, 4, 0, 0, 4, 0, 1]"
45,20,20,24,0.8333333333333334,0,0,1.4,0.015081799880399658,0.06505647185358926,True,18,"[0, 0, 0, 0, 0, 4, 1, 10, 5, 0, 0, 2, 2, 0, 0, 4, 0, 0]"
46,19,19,24,0.7916666666666666,0,0,1.3157894736842106,0.013064743009795132,0.015965140351891647,True,18,"[0, 0, 0, 0, 0, 3, 1, 10, 4, 0, 0, 2, 2, 0, 0, 3, 0, 0]"
47,19,19,24,0.7916666666666666,0,0,1.5263157894736843,0.012321028851725563,0.015647518081093045,True,18,"[0, 0, 0, 0, 0, 3, 0, 9, 9, 0, 0, 1, 0, 0, 0, 6, 0, 1]"
48,19,19,24,0.7916666666666666,0,0,1.368421052631579,0.012275890168317522,0.015032342381179347,True,18,"[0, 0, 0, 0, 0, 2, 2, 8, 6, 0, 0, 0, 2, 0, 0, 6, 0, 0]"
49,20,20,24,0.8333333333333334,0,0,1.4,0.014219427851273388,0.04924625818429955,True,18,"[0, 0, 0, 0, 0, 7, 0, 6, 6, 0, 0, 2, 0, 0, 0, 7, 0, 0]"
50,18,18,24,0.75,0,0,1.4444444444444444,0.013749289208680328,0.03030144674526903,True,18,"[0, 0, 0, 0, 0, 4, 0, 9, 3, 0, 0, 1, 4, 0, 0, 1, 3, 1]"
51,19,19,24,0.7916666666666666,0,0,1.2105263157894737,0.012839733992104358,0.017284560627918256,True,18,"[0, 0, 0, 0, 0, 0, 1, 5, 11, 0, 0, 0, 0, 0, 0, 5, 1, 0]"
52,17,17,24,0.7083333333333334,0,0,1.411764705882353,0.016298281265815454,0.05893035251268828,True,18,"[0, 0, 0, 0, 0, 1, 0, 9, 4, 0, 0, 3, 2, 0, 0, 5, 0, 0]"
53,22,22,24,0.9166666666666666,0,0,1.4545454545454546,0.012751825313708364,0.016660791567958914,True,18,"[0, 0, 0, 0, 0, 4, 1, 5, 6, 0, 0, 3, 3, 0, 0, 9, 1, 0]"
54,21,21,24,0.875,0,0,1.4761904761904763,0.012300742354856672,0.015890472366376446,True,18,"[0, 0, 0, 0, 0, 5, 0, 8, 7, 0, 0, 0, 3, 0, 0, 6, 1, 1]"
