generation,count,is_initialized,f_proxy_scalar,g_al_proxy,lam,mu,al_pen_proxy,g_al_min,g_al_max,g_al_std,n_feasible_parents,pen_to_f_ratio,n_proxy_set,proxy_front_only,proxy_g_quantile,proxy_front_min_size
1,0,False,1.1514593678571428,[-2905.9248315661275],[0.0],[0.0],0.0,-3571.81126549272,-1724.1082050309408,463.9098568137012,24,0.0,24,False,,
2,0,False,1.0985535642857143,[-2976.286446052578],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,370.84983111015833,24,0.0,24,False,,
3,0,False,1.0876971357142857,[-2965.9643382644917],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,357.5180856655934,24,0.0,24,False,,
4,0,False,1.0819980107142857,[-2949.3626098913296],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,347.6520789163656,24,0.0,24,False,,
5,0,False,1.0496082404761904,[-2979.6695981519674],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,365.510356738396,24,0.0,24,False,,
6,0,False,1.0401703285714285,[-2959.891486440332],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,356.9499186102627,24,0.0,24,False,,
7,0,False,1.0357605035714286,[-3002.2565403654153],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,370.1406358232204,24,0.0,24,False,,
8,0,False,1.0292410535714285,[-3014.412261625097],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,319.52220163821596,24,0.0,24,False,,
9,0,False,1.0253792410714284,[-3024.547851068613],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,313.9822542648527,24,0.0,24,False,,
10,0,False,1.0253792410714284,[-3024.547851068613],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,313.9822542648527,24,0.0,24,False,,
11,0,False,1.0193415089285713,[-2952.0394892346208],[0.0],[0.0],0.0,-3571.81126549272,-2123.1873288180327,368.9973212243625,24,0.0,24,False,,
12,0,False,1.0179872011904763,[-2947.471998386826],[0.0],[0.0],0.0,-3571.81126549272,-2123.1873288180327,373.15033955807127,24,0.0,24,False,,
13,0,False,1.0135765523809523,[-2873.934597502413],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,430.28184246015996,24,0.0,24,False,,
14,0,False,1.0135765523809523,[-2873.934597502413],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,430.28184246015996,24,0.0,24,False,,
15,0,False,1.014144113095238,[-2867.993461865477],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,422.04481691988997,24,0.0,24,False,,
16,0,False,1.014144113095238,[-2867.993461865477],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,422.04481691988997,24,0.0,24,False,,
17,0,False,1.014144113095238,[-2867.993461865477],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,422.04481691988997,24,0.0,24,False,,
18,0,False,1.014144113095238,[-2867.993461865477],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,422.04481691988997,24,0.0,24,False,,
19,0,False,1.014144113095238,[-2867.993461865477],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,422.04481691988997,24,0.0,24,False,,
20,0,False,1.0129042642857142,[-2899.4172852255474],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,442.8755772532399,24,0.0,24,False,,
21,0,False,1.0042800175,[-2895.536467275718],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,481.25253849010994,24,0.0,24,False,,
22,0,False,1.0014704401190475,[-2817.771466896582],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,490.8705655637411,24,0.0,24,False,,
23,0,False,1.0014704401190475,[-2817.771466896582],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,490.8705655637411,24,0.0,24,False,,
24,0,False,0.9996019925,[-2781.0773438318865],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,467.3021760319062,24,0.0,24,False,,
25,0,False,0.9996019925,[-2781.0773438318865],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,467.3021760319062,24,0.0,24,False,,
26,0,False,0.9996019925,[-2781.0773438318865],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,467.3021760319062,24,0.0,24,False,,
27,0,False,0.9978972139285712,[-2777.3042927196316],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,467.6140695484637,24,0.0,24,False,,
28,0,False,0.9966203960714285,[-2762.6144711416305],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,464.1812217047928,24,0.0,24,False,,
29,0,False,0.9966203960714285,[-2762.6144711416305],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,464.1812217047928,24,0.0,24,False,,
30,0,False,0.9938133615476191,[-2755.1439834086123],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,457.4473319617629,24,0.0,24,False,,
31,0,False,0.9938133615476191,[-2755.1439834086123],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,457.4473319617629,24,0.0,24,False,,
32,0,False,0.9938133615476191,[-2755.1439834086123],[0.0],[0.0],0.0,-3571.81126549272,-1935.2201224938017,457.4473319617629,24,0.0,24,False,,
