generation,n_arnold_calls,n_infeasible,n_lambda,infeasibility_rate,n_psd_fallback,n_no_active_js,mean_m_active,mean_A_delta_fro,max_A_delta_fro,any_shrink_applied,n_constraints,per_constraint_violation_count
1,17,17,24,0.7083333333333334,0,0,1.4705882352941178,0.016050120375503005,0.01649201644792841,True,18,"[0, 0, 0, 0, 0, 6, 0, 7, 4, 1, 0, 1, 1, 0, 0, 3, 2, 0]"
2,21,21,24,0.875,0,0,1.2857142857142858,0.01792300011728351,0.034777958895094066,True,18,"[0, 0, 0, 0, 0, 7, 3, 5, 2, 1, 0, 1, 0, 0, 0, 2, 6, 0]"
3,21,21,24,0.875,0,0,1.2857142857142858,0.016811316763280845,0.03743345608568138,True,18,"[0, 0, 0, 0, 0, 7, 0, 8, 3, 1, 0, 0, 2, 0, 0, 2, 4, 0]"
4,19,19,24,0.7916666666666666,0,0,1.263157894736842,0.015335972781198201,0.016479451619150452,True,18,"[0, 0, 0, 0, 0, 7, 0, 10, 1, 0, 0, 0, 1, 0, 0, 3, 1, 1]"
5,20,20,24,0.8333333333333334,0,0,1.25,0.01530605205046957,0.016670899748877716,True,18,"[0, 0, 0, 0, 0, 6, 1, 8, 2, 1, 0, 0, 1, 0, 0, 2, 4, 0]"
6,20,20,24,0.8333333333333334,0,0,1.15,0.018011696291882706,0.04526929199817907,True,18,"[0, 0, 0, 0, 0, 5, 1, 6, 2, 0, 0, 0, 2, 0, 0, 3, 3, 1]"
7,19,19,24,0.7916666666666666,0,0,1.263157894736842,0.018500030518511377,0.07035424294002675,True,18,"[0, 0, 0, 0, 0, 4, 0, 8, 4, 0, 0, 1, 0, 0, 0, 4, 2, 1]"
8,21,21,24,0.875,0,0,1.380952380952381,0.016722770453385775,0.0501820055245817,True,18,"[0, 0, 0, 0, 0, 4, 1, 11, 3, 0, 0, 0, 2, 0, 0, 4, 2, 2]"
9,19,19,24,0.7916666666666666,0,0,1.631578947368421,0.017078993249058972,0.052459668203594476,True,18,"[0, 0, 0, 0, 0, 4, 1, 8, 6, 0, 0, 0, 1, 0, 0, 6, 4, 1]"
10,21,21,24,0.875,0,0,1.1904761904761905,0.014938074196813464,0.018167600409326398,True,18,"[0, 0, 0, 0, 0, 3, 2, 6, 5, 0, 0, 0, 1, 0, 0, 5, 2, 1]"
11,22,22,24,0.9166666666666666,0,0,1.4090909090909092,0.022325965721259625,0.08121505017173249,True,18,"[0, 0, 0, 0, 0, 5, 2, 9, 8, 0, 0, 0, 3, 0, 0, 4, 0, 0]"
12,20,20,24,0.8333333333333334,0,0,1.25,0.015610456516338817,0.034816383979626324,True,18,"[0, 0, 0, 0, 0, 2, 2, 9, 7, 0, 0, 0, 1, 0, 0, 4, 0, 0]"
13,20,20,24,0.8333333333333334,0,0,1.45,0.014358957624552537,0.01692317594722311,True,18,"[0, 0, 0, 0, 0, 2, 2, 9, 8, 0, 0, 0, 2, 0, 0, 4, 1, 1]"
14,21,21,24,0.875,0,0,1.2380952380952381,0.014510769338269633,0.018316556420587587,True,18,"[0, 0, 0, 0, 0, 3, 2, 8, 6, 0, 0, 1, 2, 0, 0, 4, 0, 0]"
15,22,22,24,0.9166666666666666,0,0,1.5,0.015860351553135102,0.03314357240998975,True,18,"[0, 0, 0, 0, 0, 2, 0, 13, 10, 0, 0, 0, 2, 0, 0, 4, 1, 1]"
16,23,23,24,0.9583333333333334,0,0,1.565217391304348,0.01429666263453082,0.01901552148095929,True,18,"[0, 0, 0, 0, 0, 5, 1, 10, 8, 0, 0, 0, 5, 0, 0, 4, 2, 1]"
17,18,18,24,0.75,0,0,1.3333333333333333,0.014711117259260192,0.01796447056257498,True,18,"[0, 0, 0, 0, 0, 1, 1, 8, 8, 0, 0, 0, 2, 0, 0, 3, 0, 1]"
18,23,23,24,0.9583333333333334,0,0,1.2608695652173914,0.015400753506404397,0.04158576913900168,True,18,"[0, 0, 0, 0, 0, 3, 1, 11, 5, 0, 0, 0, 2, 0, 0, 4, 2, 1]"
19,21,21,24,0.875,0,0,1.4285714285714286,0.013819872402027636,0.015757531020986287,True,18,"[0, 0, 0, 0, 0, 3, 2, 9, 5, 0, 0, 0, 3, 0, 0, 5, 1, 2]"
20,21,21,24,0.875,0,0,1.380952380952381,0.013887845355947942,0.01756694216200063,True,18,"[0, 0, 0, 0, 0, 4, 2, 8, 5, 0, 0, 0, 4, 0, 0, 6, 0, 0]"
21,17,17,24,0.7083333333333334,0,0,1.6470588235294117,0.014870170569042097,0.03974964472679321,True,18,"[0, 0, 0, 0, 0, 3, 0, 9, 7, 0, 0, 0, 2, 0, 0, 7, 0, 0]"
22,21,21,24,0.875,0,0,1.619047619047619,0.013669098765764921,0.024601681143662582,True,18,"[0, 0, 0, 0, 0, 4, 2, 11, 8, 0, 0, 0, 3, 0, 0, 3, 2, 1]"
23,22,22,24,0.9166666666666666,0,0,1.5454545454545454,0.013768357278599612,0.02231921041532802,True,18,"[0, 0, 0, 0, 0, 2, 0, 10, 7, 0, 0, 0, 3, 0, 0, 10, 1, 1]"
24,22,22,24,0.9166666666666666,0,0,1.1818181818181819,0.014485855103244268,0.016802382043231277,True,18,"[0, 0, 0, 0, 0, 6, 0, 5, 5, 0, 0, 0, 3, 0, 0, 5, 0, 2]"
25,19,19,24,0.7916666666666666,0,0,1.1578947368421053,0.014284624700597957,0.01558012056769056,True,18,"[0, 0, 0, 0, 0, 2, 3, 4, 5, 0, 0, 0, 3, 0, 0, 2, 0, 3]"
26,17,17,24,0.7083333333333334,0,0,1.3529411764705883,0.013466961446777873,0.01862318913521073,True,18,"[0, 0, 0, 0, 0, 1, 1, 8, 4, 0, 0, 0, 4, 0, 0, 4, 0, 1]"
27,19,19,24,0.7916666666666666,0,0,1.5263157894736843,0.01669872639143942,0.053419974054161525,True,18,"[0, 0, 0, 0, 0, 4, 2, 8, 6, 0, 0, 0, 1, 0, 0, 6, 0, 2]"
28,20,20,24,0.8333333333333334,0,0,1.5,0.013755451740804312,0.019076168730843307,True,18,"[0, 0, 0, 0, 0, 3, 1, 9, 9, 0, 0, 1, 1, 0, 0, 4, 0, 2]"
29,24,24,24,1.0,0,0,1.3333333333333333,0.015965280125774375,0.04540055971475152,True,18,"[0, 0, 0, 0, 0, 5, 2, 7, 7, 0, 0, 0, 3, 0, 0, 6, 1, 1]"
30,20,20,24,0.8333333333333334,0,0,1.5,0.01350073271149276,0.021521952963240592,True,18,"[0, 0, 0, 0, 0, 3, 1, 12, 7, 0, 0, 0, 2, 0, 0, 4, 0, 1]"
31,19,19,24,0.7916666666666666,0,0,1.631578947368421,0.013441622235690509,0.020939536247347384,True,18,"[0, 0, 0, 0, 0, 2, 2, 9, 7, 0, 0, 0, 5, 0, 0, 4, 1, 1]"
32,20,20,24,0.8333333333333334,0,0,1.5,0.012930241709163917,0.01564982667735889,True,18,"[0, 0, 0, 0, 0, 3, 1, 10, 6, 0, 0, 0, 4, 0, 0, 4, 2, 0]"
33,19,19,24,0.7916666666666666,0,0,1.368421052631579,0.015566399965333048,0.04037287282262833,True,18,"[0, 0, 0, 0, 0, 1, 1, 7, 6, 0, 0, 1, 1, 0, 0, 7, 1, 1]"
34,17,17,24,0.7083333333333334,0,0,1.6470588235294117,0.012299070327488145,0.020533250456301753,True,18,"[0, 0, 0, 0, 0, 1, 1, 10, 5, 0, 0, 0, 4, 0, 0, 6, 0, 1]"
35,18,18,24,0.75,0,0,1.4444444444444444,0.01337428707269433,0.018184744801022033,True,18,"[0, 0, 0, 0, 0, 2, 2, 8, 7, 0, 0, 0, 3, 0, 0, 2, 0, 2]"
36,20,20,24,0.8333333333333334,0,0,1.45,0.01353759916551053,0.016640830304995923,True,18,"[0, 0, 0, 0, 0, 4, 1, 9, 7, 0, 0, 1, 3, 0, 0, 2, 1, 1]"
37,24,24,24,1.0,0,0,1.5,0.013610631018566126,0.019906573178936706,True,18,"[0, 0, 0, 0, 0, 3, 2, 10, 10, 0, 0, 1, 3, 0, 0, 5, 0, 2]"
