generation,count,is_initialized,f_proxy_scalar,g_al_proxy,lam,mu,al_pen_proxy,g_al_min,g_al_max,g_al_std,n_feasible_parents,pen_to_f_ratio,n_proxy_set,proxy_front_only,proxy_g_quantile,proxy_front_min_size
1,0,False,1.1320674476190475,[-3003.610139810736],[0.0],[0.0],0.0,-3572.618893445579,-2068.4797469646373,403.9973582260893,24,0.0,24,False,,
2,0,False,1.104907255952381,[-3030.43760203334],[0.0],[0.0],0.0,-3572.618893445579,-2068.4797469646373,376.0246668385571,24,0.0,24,False,,
3,0,False,1.0564708714285713,[-2959.664796778054],[0.0],[0.0],0.0,-3572.618893445579,-2068.4797469646373,359.4672637661631,24,0.0,24,False,,
4,0,False,1.0511036452380953,[-2953.9753379938106],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,350.694266034121,24,0.0,24,False,,
5,0,False,1.0473783392857143,[-2961.2549446017597],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,351.5582808669485,24,0.0,24,False,,
6,0,False,1.0431200095238096,[-2969.724491722425],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,341.6145285649643,24,0.0,24,False,,
7,0,False,1.0431200095238096,[-2969.724491722425],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,341.6145285649643,24,0.0,24,False,,
8,0,False,1.040935405952381,[-2997.8774398973233],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,338.1035474756211,24,0.0,24,False,,
9,0,False,1.0284182142857143,[-2992.2003452612553],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,261.91759949448976,24,0.0,24,False,,
10,0,False,1.0238715107142857,[-2996.11558413338],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,261.06691292300417,24,0.0,24,False,,
11,0,False,1.0247790976190476,[-3024.0021713985316],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,280.56327632448284,24,0.0,24,False,,
12,0,False,1.0242121297619047,[-3032.217743472889],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,281.66388954787527,24,0.0,24,False,,
13,0,False,1.0154584964285716,[-3047.6386418097914],[0.0],[0.0],0.0,-3573.9125431530492,-2293.314986813437,307.2573567634322,24,0.0,24,False,,
14,0,False,1.0154584964285716,[-3047.6386418097914],[0.0],[0.0],0.0,-3573.9125431530492,-2293.314986813437,307.2573567634322,24,0.0,24,False,,
15,0,False,1.0154894773809524,[-3031.0858441721975],[0.0],[0.0],0.0,-3573.9125431530492,-2293.314986813437,334.6621464194662,24,0.0,24,False,,
16,0,False,1.0115001476190475,[-2998.563008667432],[0.0],[0.0],0.0,-3573.9125431530492,-2293.314986813437,330.27417380019574,24,0.0,24,False,,
17,0,False,1.0052578,[-3007.9956970499297],[0.0],[0.0],0.0,-3573.9125431530492,-2293.314986813437,334.4798347467149,24,0.0,24,False,,
18,0,False,1.0009663464285714,[-2982.0489830248866],[0.0],[0.0],0.0,-3573.9125431530492,-2293.314986813437,353.80372287485824,24,0.0,24,False,,
19,0,False,0.9991504841666666,[-2979.5809789476225],[0.0],[0.0],0.0,-3573.9125431530492,-2293.314986813437,352.7283601088306,24,0.0,24,False,,
20,0,False,0.9901856685714286,[-3010.5720835772827],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,370.0491678984518,24,0.0,24,False,,
21,0,False,0.9901856685714286,[-3010.5720835772827],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,370.0491678984518,24,0.0,24,False,,
22,0,False,0.989783059047619,[-3026.2873933308024],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,373.6884590938723,24,0.0,24,False,,
23,0,False,0.979885365,[-3054.0081749488513],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,364.7895422980503,24,0.0,24,False,,
24,0,False,0.9763597054761904,[-3036.4516971209123],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,351.9712635158842,24,0.0,24,False,,
25,0,False,0.9763597054761904,[-3036.4516971209123],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,351.9712635158842,24,0.0,24,False,,
26,0,False,0.9759843638095238,[-3026.2065280593283],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,362.53736583928895,24,0.0,24,False,,
27,0,False,0.9759843638095238,[-3026.2065280593283],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,362.53736583928895,24,0.0,24,False,,
28,0,False,0.9759843638095238,[-3026.2065280593283],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,362.53736583928895,24,0.0,24,False,,
29,0,False,0.9759843638095238,[-3026.2065280593283],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,362.53736583928895,24,0.0,24,False,,
30,0,False,0.975944380952381,[-3059.430803270541],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,342.7517455775765,24,0.0,24,False,,
31,0,False,0.975944380952381,[-3059.430803270541],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,342.7517455775765,24,0.0,24,False,,
32,0,False,0.9748650130952382,[-3068.4931293565774],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,351.2148028841161,24,0.0,24,False,,
33,0,False,0.9748650130952382,[-3068.4931293565774],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,351.2148028841161,24,0.0,24,False,,
34,0,False,0.9748650130952382,[-3068.4931293565774],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,351.2148028841161,24,0.0,24,False,,
35,0,False,0.9744835071428571,[-3032.430214448787],[0.0],[0.0],0.0,-3583.844031107772,-2293.314986813437,356.02274265955043,24,0.0,24,False,,
36,0,False,0.9735655023809523,[-2991.871031671273],[0.0],[0.0],0.0,-3583.844031107772,-1976.6361605819147,413.84815888648296,24,0.0,24,False,,
37,0,False,0.973720980595238,[-3011.739506178688],[0.0],[0.0],0.0,-3583.844031107772,-1976.6361605819147,418.2942286286883,24,0.0,24,False,,
38,0,False,0.973720980595238,[-3011.739506178688],[0.0],[0.0],0.0,-3583.844031107772,-1976.6361605819147,418.2942286286883,24,0.0,24,False,,
39,0,False,0.973720980595238,[-3011.739506178688],[0.0],[0.0],0.0,-3583.844031107772,-1976.6361605819147,418.2942286286883,24,0.0,24,False,,
40,0,False,0.973720980595238,[-3011.739506178688],[0.0],[0.0],0.0,-3583.844031107772,-1976.6361605819147,418.2942286286883,24,0.0,24,False,,
41,0,False,0.96575773,[-2965.904038104818],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,471.0337050891747,24,0.0,24,False,,
42,0,False,0.96575773,[-2965.904038104818],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,471.0337050891747,24,0.0,24,False,,
43,0,False,0.96575773,[-2965.904038104818],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,471.0337050891747,24,0.0,24,False,,
44,0,False,0.96575773,[-2965.904038104818],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,471.0337050891747,24,0.0,24,False,,
45,0,False,0.9654806930952381,[-2982.659874805804],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,482.69628173943136,24,0.0,24,False,,
46,0,False,0.9654806930952381,[-2982.659874805804],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,482.69628173943136,24,0.0,24,False,,
47,0,False,0.9592685383333333,[-2985.83536712222],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,486.3050407162722,24,0.0,24,False,,
48,0,False,0.9592685383333333,[-2985.83536712222],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,486.3050407162722,24,0.0,24,False,,
49,0,False,0.9589496550000001,[-2933.5733658332115],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,512.8264815907913,24,0.0,24,False,,
50,0,False,0.9589496550000001,[-2933.5733658332115],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,512.8264815907913,24,0.0,24,False,,
51,0,False,0.9589496550000001,[-2933.5733658332115],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,512.8264815907913,24,0.0,24,False,,
52,0,False,0.9578413907142856,[-2970.615940603402],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,472.92247590689976,24,0.0,24,False,,
53,0,False,0.9585077895238096,[-2977.155888306548],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,477.56169178954656,24,0.0,24,False,,
54,0,False,0.9584424059523808,[-2977.228951117348],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,477.64291549025967,24,0.0,24,False,,
55,0,False,0.9576599566666667,[-3008.540471030981],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,474.5792755259889,24,0.0,24,False,,
56,0,False,0.9576599566666667,[-3008.540471030981],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,474.5792755259889,24,0.0,24,False,,
57,0,False,0.9576599566666667,[-3008.540471030981],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,474.5792755259889,24,0.0,24,False,,
58,0,False,0.9576599566666667,[-3008.540471030981],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,474.5792755259889,24,0.0,24,False,,
59,0,False,0.9562729388095237,[-2997.5554389542945],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,464.3055668925577,24,0.0,24,False,,
60,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
61,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
62,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
63,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
64,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
65,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
66,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
67,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
68,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
69,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
70,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
71,0,False,0.9529994697619047,[-2947.395785417697],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,499.62807517604756,24,0.0,24,False,,
72,0,False,0.9531273845238095,[-2925.6379142997357],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,546.171624374754,24,0.0,24,False,,
73,0,False,0.9531273845238095,[-2925.6379142997357],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,546.171624374754,24,0.0,24,False,,
74,0,False,0.9531273845238095,[-2925.6379142997357],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,546.171624374754,24,0.0,24,False,,
75,0,False,0.9531273845238095,[-2925.6379142997357],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,546.171624374754,24,0.0,24,False,,
76,0,False,0.9470842719047621,[-2863.907538670564],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,541.6635829553437,24,0.0,24,False,,
77,0,False,0.9470842719047621,[-2863.907538670564],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,541.6635829553437,24,0.0,24,False,,
78,0,False,0.9457085123809525,[-2826.8017948353313],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,560.3319502635887,24,0.0,24,False,,
79,0,False,0.9457085123809525,[-2826.8017948353313],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,560.3319502635887,24,0.0,24,False,,
80,0,False,0.9457299123809525,[-2824.73721914725],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,560.2762607789641,24,0.0,24,False,,
81,0,False,0.9457299123809525,[-2824.73721914725],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,560.2762607789641,24,0.0,24,False,,
82,0,False,0.9457299123809525,[-2824.73721914725],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,560.2762607789641,24,0.0,24,False,,
83,0,False,0.943580590952381,[-2801.640838965907],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,572.8029814951848,24,0.0,24,False,,
84,0,False,0.943580590952381,[-2801.640838965907],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,572.8029814951848,24,0.0,24,False,,
85,0,False,0.943580590952381,[-2801.640838965907],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,572.8029814951848,24,0.0,24,False,,
86,0,False,0.943580590952381,[-2801.640838965907],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,572.8029814951848,24,0.0,24,False,,
87,0,False,0.9413488957142858,[-2807.9829718483475],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,573.7698873425622,24,0.0,24,False,,
88,0,False,0.9413488957142858,[-2807.9829718483475],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,573.7698873425622,24,0.0,24,False,,
89,0,False,0.9413488957142858,[-2807.9829718483475],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,573.7698873425622,24,0.0,24,False,,
90,0,False,0.9413488957142858,[-2807.9829718483475],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,573.7698873425622,24,0.0,24,False,,
91,0,False,0.9413488957142858,[-2807.9829718483475],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,573.7698873425622,24,0.0,24,False,,
92,0,False,0.9413488957142858,[-2807.9829718483475],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,573.7698873425622,24,0.0,24,False,,
93,0,False,0.9413488957142858,[-2807.9829718483475],[0.0],[0.0],0.0,-3583.844031107772,-1556.856395566077,573.7698873425622,24,0.0,24,False,,
94,0,False,0.925666001547619,[-2885.3499311592573],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,504.1212074454265,24,0.0,24,False,,
95,0,False,0.925666001547619,[-2885.3499311592573],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,504.1212074454265,24,0.0,24,False,,
96,0,False,0.925666001547619,[-2885.3499311592573],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,504.1212074454265,24,0.0,24,False,,
97,0,False,0.925666001547619,[-2885.3499311592573],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,504.1212074454265,24,0.0,24,False,,
98,0,False,0.925666001547619,[-2885.3499311592573],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,504.1212074454265,24,0.0,24,False,,
99,0,False,0.925666001547619,[-2885.3499311592573],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,504.1212074454265,24,0.0,24,False,,
100,0,False,0.9244217758333333,[-2876.9907062127845],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,498.44217340040205,24,0.0,24,False,,
101,0,False,0.9223805347619048,[-2869.1607314274042],[0.0],[0.0],0.0,-3583.844031107772,-1865.8108814090535,496.0110808686162,24,0.0,24,False,,
102,0,False,0.9187561823809522,[-2855.7745056620447],[0.0],[0.0],0.0,-3560.6106977744384,-1842.57754807572,506.89696707876675,24,0.0,24,False,,
103,0,False,0.9187561823809522,[-2832.5411723287125],[0.0],[0.0],0.0,-3537.377364441106,-1819.3442147423873,506.89696707876675,24,0.0,24,False,,
104,0,False,0.9144393039285715,[-2843.206370086829],[0.0],[0.0],0.0,-3514.1440311077718,-1796.1108814090533,487.7374768022966,24,0.0,24,False,,
105,0,False,0.9144393039285715,[-2819.973036753496],[0.0],[0.0],0.0,-3490.9106977744386,-1772.8775480757201,487.7374768022966,24,0.0,24,False,,
106,0,False,0.9144393039285715,[-2796.7397034201626],[0.0],[0.0],0.0,-3467.6773644411055,-1749.644214742387,487.7374768022966,24,0.0,24,False,,
107,0,False,0.9127479083333334,[-2734.8550475698153],[0.0],[0.0],0.0,-3444.444031107772,-1726.4108814090534,512.5442100737023,24,0.0,24,False,,
108,0,False,0.9114452494047619,[-2739.2904154978605],[0.0],[0.0],0.0,-3421.210697774439,-1703.1775480757203,522.8391694677986,24,0.0,24,False,,
109,0,False,0.9114452494047619,[-2716.057082164527],[0.0],[0.0],0.0,-3397.9773644411057,-1679.9442147423872,522.8391694677986,24,0.0,24,False,,
110,0,False,0.9114452494047619,[-2692.8237488311934],[0.0],[0.0],0.0,-3374.7440311077717,-1656.7108814090532,522.8391694677986,24,0.0,24,False,,
111,0,False,0.9099034245238095,[-2707.355376754749],[0.0],[0.0],0.0,-3351.5106977744385,-1633.47754807572,527.4797368133723,24,0.0,24,False,,
112,0,False,0.9099034245238095,[-2684.122043421416],[0.0],[0.0],0.0,-3328.2773644411054,-1610.244214742387,527.4797368133723,24,0.0,24,False,,
113,0,False,0.9109134448809524,[-2629.096885781189],[0.0],[0.0],0.0,-3305.0440311077723,-1587.0108814090538,519.3881800068036,24,0.0,24,False,,
114,0,False,0.9058956076071428,[-2597.772775222012],[0.0],[0.0],0.0,-3281.8106977744387,-1729.1246298214646,516.8677778966002,24,0.0,24,False,,
115,0,False,0.9058956076071428,[-2574.5394418886785],[0.0],[0.0],0.0,-3258.577364441105,-1705.891296488131,516.8677778966002,24,0.0,24,False,,
116,0,False,0.9058956076071428,[-2551.3061085553454],[0.0],[0.0],0.0,-3235.344031107772,-1682.657963154798,516.8677778966002,24,0.0,24,False,,
117,0,False,0.9058956076071428,[-2528.072775222012],[0.0],[0.0],0.0,-3212.1106977744384,-1659.4246298214644,516.8677778966002,24,0.0,24,False,,
118,0,False,0.9058956076071428,[-2504.8394418886796],[0.0],[0.0],0.0,-3188.877364441106,-1636.1912964881317,516.8677778966002,24,0.0,24,False,,
119,0,False,0.9058956076071428,[-2481.606108555346],[0.0],[0.0],0.0,-3165.644031107772,-1612.957963154798,516.8677778966002,24,0.0,24,False,,
120,0,False,0.9048585445119047,[-2422.051981255119],[0.0],[0.0],0.0,-3142.410697774438,-1589.724629821464,536.1210923528525,24,0.0,24,False,,
121,0,False,0.9048585445119047,[-2398.8186479217857],[0.0],[0.0],0.0,-3119.1773644411055,-1566.4912964881314,536.1210923528525,24,0.0,24,False,,
122,0,False,0.8914815671309523,[-2393.5789762375825],[0.0],[0.0],0.0,-3095.944031107772,-1543.2579631547978,519.1867134910145,24,0.0,24,False,,
123,0,False,0.8914815671309523,[-2370.345642904249],[0.0],[0.0],0.0,-3072.7106977744384,-1520.0246298214643,519.1867134910145,24,0.0,24,False,,
124,0,False,0.8914815671309523,[-2347.1123095709168],[0.0],[0.0],0.0,-3049.4773644411057,-1496.7912964881316,519.1867134910145,24,0.0,24,False,,
125,0,False,0.8914815671309523,[-2323.878976237583],[0.0],[0.0],0.0,-3026.244031107772,-1473.557963154798,519.1867134910145,24,0.0,24,False,,
126,0,False,0.8892966099880951,[-2324.753545807042],[0.0],[0.0],0.0,-3003.0106977744385,-1450.3246298214644,496.33192601366335,24,0.0,24,False,,
