generation,n_arnold_calls,n_infeasible,n_lambda,infeasibility_rate,n_psd_fallback,n_no_active_js,mean_m_active,mean_A_delta_fro,max_A_delta_fro,any_shrink_applied,n_constraints,per_constraint_violation_count
1,18,18,24,0.75,0,0,1.3333333333333333,0.01590467974448882,0.016751605051019105,True,18,"[0, 0, 0, 0, 0, 5, 1, 9, 4, 0, 0, 1, 2, 0, 0, 1, 0, 1]"
2,21,21,24,0.875,0,0,1.2857142857142858,0.016382125017293896,0.024684367303883566,True,18,"[0, 0, 0, 0, 0, 4, 0, 8, 5, 0, 0, 0, 3, 0, 0, 4, 2, 1]"
3,19,19,24,0.7916666666666666,0,0,1.263157894736842,0.017036780481283684,0.02977291478321683,True,18,"[0, 0, 0, 0, 0, 5, 1, 8, 4, 0, 0, 0, 1, 0, 0, 3, 2, 0]"
4,19,19,24,0.7916666666666666,0,0,1.263157894736842,0.01833671643133371,0.05255687115672953,True,18,"[0, 0, 0, 0, 0, 6, 0, 10, 1, 0, 0, 2, 2, 0, 0, 0, 1, 2]"
5,21,21,24,0.875,0,0,1.1428571428571428,0.016922949275101046,0.03035364049741441,True,18,"[0, 0, 0, 0, 0, 3, 2, 8, 0, 0, 0, 0, 4, 0, 0, 3, 4, 0]"
6,18,18,24,0.75,0,0,1.2222222222222223,0.015488107369518314,0.016377584783783504,True,18,"[0, 0, 0, 0, 0, 6, 1, 6, 4, 0, 0, 0, 3, 0, 0, 1, 1, 0]"
7,20,20,24,0.8333333333333334,0,0,1.25,0.01818564431159462,0.06602694882803171,True,18,"[0, 0, 0, 0, 0, 4, 2, 12, 4, 0, 0, 0, 1, 0, 0, 1, 1, 0]"
8,21,21,24,0.875,0,0,1.5714285714285714,0.019525391994180644,0.067965423470409,True,18,"[0, 0, 0, 0, 0, 2, 2, 13, 3, 0, 0, 1, 3, 0, 0, 4, 3, 2]"
9,23,23,24,0.9583333333333334,0,0,1.173913043478261,0.015273384041109306,0.016555328946653312,True,18,"[0, 0, 0, 0, 0, 8, 0, 8, 5, 0, 0, 0, 0, 0, 0, 5, 1, 0]"
10,20,20,24,0.8333333333333334,0,0,1.3,0.014916010186411297,0.016136519385182426,True,18,"[0, 0, 0, 0, 0, 5, 3, 6, 4, 0, 0, 0, 1, 0, 0, 3, 3, 1]"
11,20,20,24,0.8333333333333334,0,0,1.3,0.01742594023252265,0.07784543727239725,True,18,"[0, 0, 0, 0, 0, 5, 0, 4, 7, 0, 0, 0, 1, 0, 0, 4, 5, 0]"
12,19,19,24,0.7916666666666666,0,0,1.368421052631579,0.0205211814311675,0.1133580252885975,True,18,"[0, 0, 0, 0, 0, 4, 1, 8, 6, 0, 0, 0, 1, 0, 0, 3, 2, 1]"
13,22,22,24,0.9166666666666666,0,0,1.2272727272727273,0.014347573309497402,0.016116633700602616,True,18,"[0, 0, 0, 0, 0, 3, 0, 14, 5, 0, 0, 1, 0, 0, 0, 3, 1, 0]"
14,20,20,24,0.8333333333333334,0,0,1.6,0.014116526909148436,0.01616043733083107,True,18,"[0, 0, 0, 0, 0, 7, 1, 7, 6, 0, 0, 1, 2, 0, 0, 5, 3, 0]"
15,21,21,24,0.875,0,0,1.1904761904761905,0.016276420697965952,0.043542981097756034,True,18,"[0, 0, 0, 0, 0, 6, 1, 8, 2, 0, 0, 0, 1, 0, 0, 4, 3, 0]"
16,18,18,24,0.75,0,0,1.6111111111111112,0.017056217545905892,0.03941544863858679,True,18,"[0, 0, 0, 0, 0, 4, 1, 9, 5, 0, 0, 0, 1, 0, 0, 4, 4, 1]"
17,22,22,24,0.9166666666666666,0,0,1.6363636363636365,0.014469984825281406,0.03109319605462451,True,18,"[0, 0, 0, 0, 0, 3, 2, 14, 4, 0, 0, 1, 2, 0, 0, 5, 5, 0]"
18,19,19,24,0.7916666666666666,0,0,1.2105263157894737,0.017329555213811937,0.06830010938837679,True,18,"[0, 0, 0, 0, 0, 1, 0, 8, 2, 0, 0, 0, 1, 0, 0, 8, 3, 0]"
19,21,21,24,0.875,0,0,1.380952380952381,0.013743189609238135,0.01605015972343211,True,18,"[0, 0, 0, 0, 0, 6, 0, 10, 5, 0, 0, 0, 2, 0, 0, 3, 3, 0]"
20,16,16,24,0.6666666666666666,0,0,1.3125,0.01834743197334222,0.08522830186232755,True,18,"[0, 0, 0, 0, 0, 6, 0, 6, 5, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
21,20,20,24,0.8333333333333334,0,0,1.35,0.016867793915896007,0.03902362888306853,True,18,"[0, 0, 0, 0, 0, 1, 0, 12, 7, 0, 0, 2, 2, 0, 0, 1, 2, 0]"
22,20,20,24,0.8333333333333334,0,0,1.25,0.01381310317099444,0.016147535480037098,True,18,"[0, 0, 0, 0, 0, 2, 0, 8, 7, 0, 0, 0, 1, 0, 0, 4, 2, 1]"
23,21,21,24,0.875,0,0,1.380952380952381,0.013948320295619506,0.016442118384411557,True,18,"[0, 0, 0, 0, 0, 4, 0, 8, 6, 0, 0, 0, 3, 0, 0, 5, 2, 1]"
24,20,20,24,0.8333333333333334,0,0,1.45,0.0135098853003647,0.015818892769387173,True,18,"[0, 0, 0, 0, 0, 4, 0, 8, 6, 0, 0, 0, 2, 0, 0, 6, 2, 1]"
25,20,20,24,0.8333333333333334,0,0,1.6,0.014362231482059205,0.03293115219020288,True,18,"[0, 0, 0, 0, 0, 5, 1, 10, 7, 0, 0, 0, 2, 0, 0, 5, 2, 0]"
26,19,19,24,0.7916666666666666,0,0,1.4210526315789473,0.013162167280746007,0.015650109479881283,True,18,"[0, 0, 0, 0, 0, 4, 2, 9, 3, 0, 0, 0, 2, 0, 0, 5, 1, 1]"
27,21,21,24,0.875,0,0,1.4285714285714286,0.01475393316832635,0.040517901893863686,True,18,"[0, 0, 0, 0, 0, 2, 1, 6, 7, 0, 0, 0, 3, 0, 0, 5, 5, 1]"
28,16,16,24,0.6666666666666666,0,0,1.375,0.014564727330923755,0.03271140202529776,True,18,"[0, 0, 0, 0, 0, 2, 0, 6, 6, 0, 0, 0, 1, 0, 0, 5, 1, 1]"
29,20,20,24,0.8333333333333334,0,0,1.6,0.015814518481978075,0.05681872339760214,True,18,"[0, 0, 0, 0, 0, 0, 1, 11, 7, 0, 0, 0, 1, 0, 0, 7, 3, 2]"
30,18,18,24,0.75,0,0,1.5555555555555556,0.016116730219833206,0.0717152423970976,True,18,"[0, 0, 0, 0, 0, 1, 1, 7, 6, 0, 0, 0, 1, 0, 0, 7, 4, 1]"
31,21,21,24,0.875,0,0,1.5238095238095237,0.01298573489803313,0.01566360246333248,True,18,"[0, 0, 0, 0, 0, 4, 1, 6, 4, 0, 0, 2, 0, 0, 0, 7, 7, 1]"
32,21,21,24,0.875,0,0,1.6666666666666667,0.01417633092837514,0.04011109027897135,True,18,"[0, 0, 0, 0, 0, 4, 0, 15, 4, 0, 0, 0, 3, 0, 0, 5, 3, 1]"
33,21,21,24,0.875,0,0,1.3333333333333333,0.013380414485061155,0.019937813081535236,True,18,"[0, 0, 0, 0, 0, 3, 1, 6, 5, 0, 0, 1, 3, 0, 0, 6, 3, 0]"
34,22,22,24,0.9166666666666666,0,0,1.3636363636363635,0.012924941147029962,0.015410790498882696,True,18,"[0, 0, 0, 0, 0, 3, 1, 7, 7, 0, 0, 0, 3, 0, 0, 5, 4, 0]"
35,20,20,24,0.8333333333333334,0,0,1.3,0.014867859688864305,0.047915749346591416,True,18,"[0, 0, 0, 0, 0, 2, 0, 10, 5, 0, 0, 0, 2, 0, 0, 7, 0, 0]"
36,20,20,24,0.8333333333333334,0,0,1.55,0.012639567011814476,0.015194951516873206,True,18,"[0, 0, 0, 0, 0, 3, 1, 9, 8, 0, 0, 0, 2, 0, 0, 8, 0, 0]"
37,24,24,24,1.0,0,0,1.375,0.012991866220099573,0.015742381562847577,True,18,"[0, 0, 0, 0, 0, 5, 1, 11, 7, 0, 0, 0, 3, 0, 0, 2, 2, 2]"
38,23,23,24,0.9583333333333334,0,0,1.4782608695652173,0.012400018841481052,0.014978183931867315,True,18,"[0, 0, 0, 0, 0, 7, 0, 8, 8, 0, 0, 0, 3, 0, 0, 6, 2, 0]"
39,19,19,24,0.7916666666666666,0,0,1.368421052631579,0.01258791666575373,0.015153813657477967,True,18,"[0, 0, 0, 0, 0, 1, 0, 8, 5, 0, 0, 1, 3, 0, 0, 5, 3, 0]"
40,21,21,24,0.875,0,0,1.6666666666666667,0.01173011665956777,0.014683265673728192,True,18,"[0, 0, 0, 0, 0, 2, 1, 13, 7, 0, 0, 0, 2, 0, 0, 5, 4, 1]"
41,21,21,24,0.875,0,0,1.4761904761904763,0.012559224732291985,0.014995288133649814,True,18,"[0, 0, 0, 0, 0, 2, 0, 9, 7, 0, 0, 0, 1, 0, 0, 7, 5, 0]"
42,20,20,24,0.8333333333333334,0,0,1.25,0.013366381733454299,0.014892142120948878,True,18,"[0, 0, 0, 0, 0, 4, 0, 7, 6, 0, 0, 0, 1, 0, 0, 5, 1, 1]"
43,21,21,24,0.875,0,0,1.5714285714285714,0.013501076276453982,0.03040777228400697,True,18,"[0, 0, 0, 0, 0, 3, 0, 6, 6, 0, 0, 1, 5, 0, 0, 6, 4, 2]"
44,17,17,24,0.7083333333333334,0,0,1.411764705882353,0.01680169124619251,0.0889950249513887,True,18,"[0, 0, 0, 0, 0, 2, 1, 6, 5, 0, 0, 0, 4, 0, 0, 4, 2, 0]"
45,22,22,24,0.9166666666666666,0,0,1.3181818181818181,0.013290830136855392,0.028559162331472304,True,18,"[0, 0, 0, 0, 0, 3, 1, 10, 4, 0, 0, 0, 3, 0, 0, 5, 3, 0]"
46,22,22,24,0.9166666666666666,0,0,1.4090909090909092,0.012375852238486102,0.01626034945352011,True,18,"[0, 0, 0, 0, 0, 2, 0, 8, 4, 0, 0, 0, 3, 0, 0, 8, 4, 2]"
47,22,22,24,0.9166666666666666,0,0,1.5909090909090908,0.011530380953675647,0.014128477818124908,True,18,"[0, 0, 0, 0, 0, 2, 1, 10, 9, 0, 0, 0, 3, 0, 0, 5, 5, 0]"
48,19,19,24,0.7916666666666666,0,0,1.4210526315789473,0.012151236937781357,0.015333191487825009,True,18,"[0, 0, 0, 0, 0, 1, 0, 9, 6, 0, 0, 0, 2, 0, 0, 4, 2, 3]"
49,21,21,24,0.875,0,0,1.2380952380952381,0.012747925112190136,0.01508605728295185,True,18,"[0, 0, 0, 0, 0, 5, 1, 5, 6, 0, 0, 0, 3, 0, 0, 4, 1, 1]"
50,21,21,24,0.875,0,0,1.6666666666666667,0.011520623517843886,0.015326699218446505,True,18,"[0, 0, 0, 0, 0, 1, 2, 9, 7, 0, 0, 0, 2, 0, 0, 10, 2, 2]"
51,20,20,24,0.8333333333333334,0,0,1.35,0.014982324343857717,0.07016230099998087,True,18,"[0, 0, 0, 0, 0, 4, 1, 8, 5, 0, 0, 0, 1, 0, 0, 7, 0, 1]"
52,18,18,24,0.75,0,0,1.1666666666666667,0.012707047456995116,0.01466490679771363,True,18,"[0, 0, 0, 0, 0, 2, 0, 7, 3, 0, 0, 0, 0, 0, 0, 6, 1, 2]"
53,17,17,24,0.7083333333333334,0,0,1.588235294117647,0.011210910695055197,0.013916943010003992,True,18,"[0, 0, 0, 0, 0, 3, 1, 12, 2, 0, 0, 0, 1, 0, 0, 5, 2, 1]"
54,21,21,24,0.875,0,0,1.7619047619047619,0.011297920376714435,0.019038266443993885,True,18,"[0, 0, 0, 0, 0, 3, 1, 12, 5, 0, 0, 0, 3, 0, 0, 8, 4, 1]"
55,19,19,24,0.7916666666666666,0,0,1.4736842105263157,0.011889066617400058,0.014696084853024066,True,18,"[0, 0, 0, 0, 0, 5, 2, 8, 5, 0, 0, 0, 2, 0, 0, 4, 1, 1]"
56,18,18,24,0.75,0,0,1.5,0.011480300949795682,0.01480756470325721,True,18,"[0, 0, 0, 0, 0, 2, 1, 7, 3, 0, 0, 0, 2, 0, 0, 8, 3, 1]"
57,20,20,24,0.8333333333333334,0,0,1.3,0.013257446519474931,0.03765016624420591,True,18,"[0, 0, 0, 0, 0, 4, 0, 10, 1, 0, 0, 0, 1, 0, 0, 6, 4, 0]"
58,23,23,24,0.9583333333333334,0,0,1.3478260869565217,0.011894774497120618,0.01576872632495229,True,18,"[0, 0, 0, 0, 0, 2, 0, 7, 7, 0, 0, 0, 3, 0, 0, 8, 4, 0]"
59,21,21,24,0.875,0,0,1.4285714285714286,0.011681278202350324,0.015589931789634052,True,18,"[0, 0, 0, 0, 0, 1, 1, 7, 9, 0, 0, 0, 3, 0, 0, 8, 1, 0]"
60,19,19,24,0.7916666666666666,0,0,1.631578947368421,0.012173055526628413,0.01677175059122066,True,18,"[0, 0, 0, 0, 0, 0, 1, 8, 6, 0, 0, 0, 7, 0, 0, 6, 1, 2]"
61,21,21,24,0.875,0,0,1.4285714285714286,0.01144906438621345,0.014039288027495465,True,18,"[0, 0, 0, 0, 0, 2, 0, 9, 5, 0, 0, 0, 4, 0, 0, 7, 2, 1]"
62,22,22,24,0.9166666666666666,0,0,1.5909090909090908,0.01317045559820018,0.053547043900344655,True,18,"[0, 0, 0, 0, 0, 4, 0, 11, 9, 0, 0, 0, 3, 0, 0, 4, 3, 1]"
63,21,21,24,0.875,0,0,1.1904761904761905,0.011961047727994474,0.015047022399165872,True,18,"[0, 0, 0, 0, 0, 4, 0, 8, 4, 0, 0, 0, 2, 0, 0, 4, 1, 2]"
64,20,20,24,0.8333333333333334,0,0,1.6,0.010803492943147284,0.014772861358179847,True,18,"[0, 0, 0, 0, 0, 4, 0, 13, 4, 0, 0, 0, 2, 0, 0, 5, 3, 1]"
65,20,20,24,0.8333333333333334,0,0,1.35,0.011596773001639995,0.014911534498987826,True,18,"[0, 0, 0, 0, 0, 4, 1, 8, 6, 0, 0, 0, 3, 0, 0, 2, 2, 1]"
66,20,20,24,0.8333333333333334,0,0,1.35,0.011450863916045611,0.014522415766798769,True,18,"[0, 0, 0, 0, 0, 2, 0, 11, 5, 0, 0, 0, 2, 0, 0, 3, 2, 2]"
67,20,20,24,0.8333333333333334,0,0,1.5,0.013345279050052714,0.06393115567450311,True,18,"[0, 0, 0, 0, 0, 1, 0, 13, 3, 0, 0, 0, 2, 0, 0, 8, 2, 1]"
68,22,22,24,0.9166666666666666,0,0,1.4090909090909092,0.011474153617922296,0.017768976446507413,True,18,"[0, 0, 0, 0, 0, 1, 1, 8, 10, 0, 0, 0, 2, 0, 0, 7, 1, 1]"
69,19,19,24,0.7916666666666666,0,0,1.368421052631579,0.0114296879789793,0.013478291108064377,True,18,"[0, 0, 0, 0, 0, 2, 0, 9, 8, 0, 0, 0, 1, 0, 0, 4, 1, 1]"
70,22,22,24,0.9166666666666666,0,0,1.4090909090909092,0.01149877822117473,0.015276536335523937,True,18,"[0, 0, 0, 0, 0, 3, 0, 9, 5, 0, 0, 0, 4, 0, 0, 5, 3, 2]"
71,19,19,24,0.7916666666666666,0,0,1.5263157894736843,0.011086855630796541,0.014119331333320042,True,18,"[0, 0, 0, 0, 0, 0, 0, 9, 7, 0, 0, 0, 3, 0, 0, 7, 2, 1]"
72,20,20,24,0.8333333333333334,0,0,1.5,0.010760250541619176,0.013434287924898652,True,18,"[0, 0, 0, 0, 0, 2, 0, 10, 7, 0, 0, 0, 3, 0, 0, 4, 2, 2]"
