generation,ind_number,parent_idx,chosen,offspring_ind_number,sigma,hv_contribution,raw_pct_he,raw_driver_p,raw_p4,raw_d_throat,raw_reservoir_p,raw_buffer_length,scaled_pct_he,scaled_driver_p,scaled_p4,scaled_d_throat,scaled_reservoir_p,scaled_buffer_length,raw_delta_vs1,raw_hold_time,raw_impact_speed,scaled_delta_vs1,scaled_hold_time,scaled_impact_speed
161,0,0,False,,0.027374840502498842,0.0,96.45165979004938,218481.6147180638,19187981.12643393,0.0815606198199567,4419611.4289113525,0.12727039176434818,1.881721993001646,1.0795185942256418,1.062247971590371,1.9017319948559055,1.539885611802879,1.772703917643482,3585.0,0.0,350.0,,1.0,1.0
161,1,1,False,,0.02668659551657684,0.0,95.23181367142786,65436.88531830715,10686399.911934432,0.0820248456879438,4717337.351351512,0.12582566138599935,1.8410604557142618,1.0235602928708856,1.1264347284298815,1.9149955910841086,1.58628312596387,1.7582566138599935,232.08527368503655,0.00023797999999999875,23.08088,,0.9524040000000003,0.06594537142857143
161,2,2,False,,0.0685665990401112,0.0,95.85517876485164,189709.30645974755,23989377.808269616,0.08339371063959092,5083812.818986119,0.13629888291618095,1.8618392921617213,1.068998470451988,1.0950955795712165,1.9541060182740262,1.6266224529356115,1.8629888291618095,3585.0,0.0,350.0,,1.0,1.0
161,3,3,False,,0.07969838271968523,,100.22167375439652,-31577.419064059224,-32250.190643259673,0.0818219569884375,8180895.39476654,0.11734779773761343,2.0073891251465508,0.9880885997152823,0.988436582566855,1.909198771098214,2.02252302198285,1.6734779773761344,,,,,,
161,4,4,False,,0.0720440671168931,,100.98755904567676,46113.50745808289,481618.2208816475,0.07802914577136992,7757746.057015281,0.10582766652289044,2.0329186348558923,1.0164950159042423,0.9964491711186642,1.8008327363248546,1.9695426954845443,1.5582766652289044,,,,,,
161,5,5,True,0,0.026889058768771488,-1.1102230246251565e-16,96.67387800419685,179127.37336728766,6570835.754245505,0.08292865205160795,4992835.681118492,0.12148252764333604,1.8891292668065618,1.065129359746731,1.0187604501692287,1.9408186300459411,1.6154950396914665,1.7148252764333605,478.44516930723785,0.00019123999999999877,1.200188,,0.9617520000000003,0.0034291085714285717
161,6,6,False,,0.03645150609494356,0.0,89.20850588004993,165916.86616538613,10889313.860883318,0.07743434958646309,5036924.03033834,0.09740044056453828,1.6402835293349973,1.060299153924208,1.043376454925323,1.7838385596132307,1.6217711863607327,1.474004405645383,704.3178544679317,0.0006719100000000013,33.36392,,0.8656179999999998,0.09532548571428572
161,7,7,False,,0.026889058768771488,,98.16324705138325,194566.48075975195,-2353084.1027898765,0.08134406540891755,4563154.9259768585,0.1205753741467646,1.938774901712775,1.0707744167670177,0.977284219508925,1.8955447259690725,1.5596855619164032,1.705753741467646,,,,,,
161,8,8,False,,0.05627719375653954,-1.1102230246251565e-16,94.81648876016021,177340.47595593816,15308125.288236834,0.0833411362672285,6384971.238516007,0.13956903425464096,1.8272162920053403,1.0644760099435298,1.0609693267652787,1.9526038933493857,1.7935447968149487,1.8956903425464098,49.90967249465757,0.00012801999999999952,18.07617,,0.9743960000000002,0.0516462
161,9,9,False,,0.02487744138810628,0.0,96.70470775531057,100363.81897587726,6079998.072413586,0.08217281528511482,4395023.840164608,0.12067189870354579,1.890156925177019,1.0363307547265357,1.039080943796389,1.9192232938604232,1.5436528876488036,1.706718987035458,326.50347029881095,9.214000000000097e-05,17.31006,,0.9815719999999998,0.04945731428571429
